pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
7klh	I	M	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/Immune System	02/10/21	SARS-CoV-2 RBD in complex with Fab 15033-7	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Li, Z., Rini, J.M.	3.0	X-RAY DIFFRACTION	0.284	0.256	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7rw2	G	J	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	09/01/21	Cryo-EM structure of NTD-directed neutralizing antibody 5-7 in complex with prefusion SARS-CoV-2 spike glycoprotein	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Cerutti, G., Shapiro, L.	3.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7rw2	I	K	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	09/01/21	Cryo-EM structure of NTD-directed neutralizing antibody 5-7 in complex with prefusion SARS-CoV-2 spike glycoprotein	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Cerutti, G., Shapiro, L.	3.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7rw2	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	09/01/21	Cryo-EM structure of NTD-directed neutralizing antibody 5-7 in complex with prefusion SARS-CoV-2 spike glycoprotein	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Cerutti, G., Shapiro, L.	3.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7q6e	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	12/15/21	Beta049 fab in complex with SARS-CoV2 beta-Spike glycoprotein, The Beta mAb response underscores the antigenic distance to other SARS-CoV-2 variants	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Duyvesteyn, H.M.E., Ren, J., Stuart, D.I.	2.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7q6e	E	F	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	12/15/21	Beta049 fab in complex with SARS-CoV2 beta-Spike glycoprotein, The Beta mAb response underscores the antigenic distance to other SARS-CoV-2 variants	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Duyvesteyn, H.M.E., Ren, J., Stuart, D.I.	2.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7q6e	J	K	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	12/15/21	Beta049 fab in complex with SARS-CoV2 beta-Spike glycoprotein, The Beta mAb response underscores the antigenic distance to other SARS-CoV-2 variants	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Duyvesteyn, H.M.E., Ren, J., Stuart, D.I.	2.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7dd8	A	B	0	C | D	protein | protein	NA | NA	spike glycoprotein | spike glycoprotein	VIRAL PROTEIN	10/28/20	S-3C1-F1 structure, one RBD is up and two RBDs are down, the up RBD binds with a 3C1 fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2  | severe acute respiratory syndrome coronavirus2 	Cong, Y., Liu, C.X.	7.5	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV3	IGKV6	Kappa	None	None	None	None	None
6w41	H	L	0	C	protein	NA	spike glycoprotein receptor binding domain	IMMUNE SYSTEM/VIRAL PROTEIN	03/09/20	Crystal structure of SARS-CoV-2 receptor binding domain in complex with human antibody CR3022	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yuan, M., Wu, N.C., Zhu, X.Y., Wilson, I.A.	3.084	X-RAY DIFFRACTION	0.243	0.223	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
7vyr	H	L	0	R	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	03/02/22	Crystal structure of SARS-CoV-2 Spike RBD in complex with the D27 neutralizing antibody Fab fragment	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Jeong, B.-S., Oh, B.-H.	2.2	X-RAY DIFFRACTION	0.235	0.192	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
7vyr	A	B	0	C	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	03/02/22	Crystal structure of SARS-CoV-2 Spike RBD in complex with the D27 neutralizing antibody Fab fragment	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Jeong, B.-S., Oh, B.-H.	2.2	X-RAY DIFFRACTION	0.235	0.192	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
7ny5	C	D	0	E	protein	NA	spike glycoprotein	VIRAL PROTEIN	03/30/22	Structure of SARS-CoV-2 Spike with P5C3 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Perez, L.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7ny5	I	H	0	G	protein	NA	spike glycoprotein	VIRAL PROTEIN	03/30/22	Structure of SARS-CoV-2 Spike with P5C3 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Perez, L.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7ny5	F	B	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	03/30/22	Structure of SARS-CoV-2 Spike with P5C3 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Perez, L.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7m7b	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	05/26/21	SARS-CoV-2 Spike:Fab 3D11 complex focused refinement	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Asarnow, D., Cheng, Y.	2.95	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGLV6	Lambda	None	None	None	None	None
7m7w	C	D	0	S	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	05/05/21	Antibodies to the SARS-CoV-2 receptor-binding domain that maximize breadth and resistance to viral escape	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Snell, G., Czudnochowski, N., Croll, T.I., Nix, J.C., Corti, D., Cameroni, E., Pinto, D., Beltramello, M.	2.65	X-RAY DIFFRACTION	0.271	0.221	False	True	IGHV5	IGLV2	Lambda	None	None	None	None	None
7m7w	E	F	0	R	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	05/05/21	Antibodies to the SARS-CoV-2 receptor-binding domain that maximize breadth and resistance to viral escape	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Snell, G., Czudnochowski, N., Croll, T.I., Nix, J.C., Corti, D., Cameroni, E., Pinto, D., Beltramello, M.	2.65	X-RAY DIFFRACTION	0.271	0.221	False	True	IGHV5	IGLV2	Lambda	None	None	None	None	None
7m7w	H	L	0	R	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	05/05/21	Antibodies to the SARS-CoV-2 receptor-binding domain that maximize breadth and resistance to viral escape	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Snell, G., Czudnochowski, N., Croll, T.I., Nix, J.C., Corti, D., Cameroni, E., Pinto, D., Beltramello, M.	2.65	X-RAY DIFFRACTION	0.271	0.221	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7m7w	A	B	0	S	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	05/05/21	Antibodies to the SARS-CoV-2 receptor-binding domain that maximize breadth and resistance to viral escape	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Snell, G., Czudnochowski, N., Croll, T.I., Nix, J.C., Corti, D., Cameroni, E., Pinto, D., Beltramello, M.	2.65	X-RAY DIFFRACTION	0.271	0.221	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
4xak	D	E	0	B	protein	NA	spike glycoprotein	IMMUNE SYSTEM	12/15/14	Crystal structure of potent neutralizing antibody m336 in complex with MERS Co-V RBD	HUMAN CORONAVIRUS EMC; HOMO SAPIENS	homo sapiens	homo sapiens	human coronavirus emc	Zhou, T., Dimtrov, D.S., Ying, T.	2.45	X-RAY DIFFRACTION	0.249	0.198	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
4xak	H	L	0	A	protein	NA	spike glycoprotein	IMMUNE SYSTEM	12/15/14	Crystal structure of potent neutralizing antibody m336 in complex with MERS Co-V RBD	HUMAN CORONAVIRUS EMC; HOMO SAPIENS	homo sapiens	homo sapiens	human coronavirus emc	Zhou, T., Dimtrov, D.S., Ying, T.	2.45	X-RAY DIFFRACTION	0.249	0.198	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7the	B	C	0	A	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	02/16/22	Structure of RBD directed antibody DH1042 in complex with SARS-CoV-2 spike: Local refinement of RBD-Fab interface	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	May, A.J., Manne, K., Acharya, P.	3.79	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7cr5	H	L	0	A	protein	NA	nucleoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	03/24/21	Complex structure of a human monoclonal antibody with SARS-CoV-2 nucleocapsid protein NTD	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Chen, S., Kang, S.	2.08	X-RAY DIFFRACTION	0.222	0.191	False	True	IGHV3	IGLV4	Lambda	None	None	None	None	None
7f46	H	L	0	B | C	protein | protein	NA | NA	spike glycoprotein | spike glycoprotein	VIRAL PROTEIN	03/23/22	Cryo-EM structure of the SARS-CoV-2 S-6P in complex with 35B5 Fab (state1, local refinement of the RBD, NTD and 35B5 Fab)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2  | severe acute respiratory syndrome coronavirus2 	Wang, X.F., Zhu, Y.Q.	4.79	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
7k8x	D	F	0	B | C	protein | protein	NA | NA	spike glycoprotein | spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	09/27/20	Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, C121 (State 1)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2  | severe acute respiratory syndrome coronavirus2 	Abernathy, M.E., Barnes, C.O., Bjorkman, P.J.	3.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
7k8x	E	G	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	09/27/20	Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, C121 (State 1)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Abernathy, M.E., Barnes, C.O., Bjorkman, P.J.	3.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
7q0a	Y	Z	0	B	protein	NA	spike glycoprotein,spike ectodomain,spike protein s2'	VIRAL PROTEIN	02/23/22	SARS-CoV-2 Spike ectodomain with Fab FI3A	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; BAT CORONAVIRUS RP3/2004; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2, bat coronavirus rp3/2004 	Duyvesteyn, H.M.E., Ren, J., Stuart, D.I.	4.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7q0g	H	L	0	E	protein	NA	spike protein s1	VIRAL PROTEIN	12/22/21	Crystal structure of the receptor binding domain of SARS-CoV-2 beta variant spike glycoprotein in complex with Beta-49 and FI-3A Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.I.	1.82	X-RAY DIFFRACTION	0.224	0.192	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7q0g	A	B	0	E	protein	NA	spike protein s1	VIRAL PROTEIN	12/22/21	Crystal structure of the receptor binding domain of SARS-CoV-2 beta variant spike glycoprotein in complex with Beta-49 and FI-3A Fabs	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.I.	1.82	X-RAY DIFFRACTION	0.224	0.192	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7q0h	A	B	0	E	protein	NA	spike protein s1	VIRAL PROTEIN	12/22/21	Crystal structure of the receptor binding domain of SARS-CoV-2 beta variant spike glycoprotein in complex with Beta-50 and Beta-54	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.I.	3.65	X-RAY DIFFRACTION	0.303	0.255	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7q0h	H	L	0	E	protein	NA	spike protein s1	VIRAL PROTEIN	12/22/21	Crystal structure of the receptor binding domain of SARS-CoV-2 beta variant spike glycoprotein in complex with Beta-50 and Beta-54	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.I.	3.65	X-RAY DIFFRACTION	0.303	0.255	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
7q0i	H	L	0	C	protein	NA	spike protein s1	VIRAL PROTEIN	12/22/21	Crystal structure of the N-terminal domain of SARS-CoV-2 beta variant spike glycoprotein in complex with Beta-43	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.I.	2.39	X-RAY DIFFRACTION	0.242	0.202	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
7q0i	A	B	0	D	protein	NA	spike protein s1	VIRAL PROTEIN	12/22/21	Crystal structure of the N-terminal domain of SARS-CoV-2 beta variant spike glycoprotein in complex with Beta-43	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, D., Ren, J., Stuart, D.I.	2.39	X-RAY DIFFRACTION	0.242	0.202	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
7rq6	J	K	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	04/20/22	Cryo-EM structure of SARS-CoV-2 spike in complex with non-neutralizing NTD-directed CV3-13 Fab isolated from convalescent individual	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Chen, Y., Pozharskiy, E., Tolbert, W.D., Pazgier, M.	4.18	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV4	IGKV1	Kappa	None	None	None	None	None
7rq6	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	04/20/22	Cryo-EM structure of SARS-CoV-2 spike in complex with non-neutralizing NTD-directed CV3-13 Fab isolated from convalescent individual	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Chen, Y., Pozharskiy, E., Tolbert, W.D., Pazgier, M.	4.18	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV4	IGKV1	Kappa	None	None	None	None	None
7rq6	D	E	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	04/20/22	Cryo-EM structure of SARS-CoV-2 spike in complex with non-neutralizing NTD-directed CV3-13 Fab isolated from convalescent individual	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Chen, Y., Pozharskiy, E., Tolbert, W.D., Pazgier, M.	4.18	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV4	IGKV1	Kappa	None	None	None	None	None
7n3c	H	L	0	C	protein	NA	nucleoprotein	VIRAL PROTEIN	07/07/21	Crystal Structure of Human Fab S24-202 in the complex with the N-teminal Domain of Nucleocapsid protein from SARS CoV-2	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kim, Y., Maltseva, N., Tesar, C., Jedrzejczak, R., Dugan, H., Stamper, C., Wilson, P., Joachimiak, A., Center for Structural Genomics of Infectious Diseases (CSGID)	1.82	X-RAY DIFFRACTION	0.210	0.179	False	True	IGHV5	IGKV3	Kappa	None	None	None	None	None
7n3d	H	L	0	C	protein	NA	nucleoprotein	VIRAL PROTEIN	07/07/21	Crystal Structure of Human Fab S24-1564 in the complex with the N-teminal Domain of Nucleocapsid protein from SARS CoV-2	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kim, Y., Maltseva, N., Tesar, C., Jedrzejczak, R., Dugan, H., Stamper, C., Wilson, P., Joachimiak, A., Center for Structural Genomics of Infectious Diseases (CSGID)	1.53	X-RAY DIFFRACTION	0.190	0.157	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
7n3i	H	L	0	C	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	08/04/21	Crystal structure of the SARS-CoV-2 receptor binding domain in complex with the human neutralizing antibody Fab fragment C098	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Flyak, A.I., Bjorkman, P.J., Barnes, C.O.	2.03	X-RAY DIFFRACTION	0.208	0.179	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7djz	A	B	0	C	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	06/09/21	Crystal structure of SARS-CoV-2 Spike RBD in complex with MW01 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, J., Jiao, S., Wang, R., Zhang, J., Zhang, M., Wang, M.	2.397	X-RAY DIFFRACTION	0.230	0.183	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7te1	H	L	0	D	protein	NA	spike protein s1	IMMUNE SYSTEM/Viral Protein	03/30/22	SARS-CoV-2 Receptor Binding Domain in Complex with Ab17	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Hauser, B.M., Schmidt, A.G.	3.5	X-RAY DIFFRACTION	0.344	0.297	False	True	IGHV1	IGKV14	Kappa	None	None	None	None	None
7te1	C	F	0	E	protein	NA	spike protein s1	IMMUNE SYSTEM/Viral Protein	03/30/22	SARS-CoV-2 Receptor Binding Domain in Complex with Ab17	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Hauser, B.M., Schmidt, A.G.	3.5	X-RAY DIFFRACTION	0.344	0.297	False	True	IGHV1	IGKV14	Kappa	None	None	None	None	None
7rnj	H	L	0	B	peptide	NA	spike glycoprotein stem helix peptide	ANTIVIRAL PROTEIN, IMMUNE SYSTEM	08/11/21	S2P6 Fab fragment bound to the SARS-CoV/SARS-CoV-2 spike stem helix peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Snell, G., Czudnochowski, N., Croll, T.I., Nix, J.C., Corti, D., Cameroni, E., Pinto, D., Beltramello, M., Sauer, M.M., Veesler, D.	2.67	X-RAY DIFFRACTION	0.274	0.235	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7dpm	A	B	0	C	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	02/17/21	Crystal structure of SARS-CoV-2 Spike RBD in complex with MW06 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, J., Jiao, S., Wang, R., Zhang, J., Zhang, M., Wang, M.	3.304	X-RAY DIFFRACTION	0.263	0.217	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7dpm	J	K	0	L	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	02/17/21	Crystal structure of SARS-CoV-2 Spike RBD in complex with MW06 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, J., Jiao, S., Wang, R., Zhang, J., Zhang, M., Wang, M.	3.304	X-RAY DIFFRACTION	0.263	0.217	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7dpm	G	H	0	I	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	02/17/21	Crystal structure of SARS-CoV-2 Spike RBD in complex with MW06 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, J., Jiao, S., Wang, R., Zhang, J., Zhang, M., Wang, M.	3.304	X-RAY DIFFRACTION	0.263	0.217	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7dpm	D	E	0	F	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	02/17/21	Crystal structure of SARS-CoV-2 Spike RBD in complex with MW06 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, J., Jiao, S., Wang, R., Zhang, J., Zhang, M., Wang, M.	3.304	X-RAY DIFFRACTION	0.263	0.217	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
5zxv	C	D	0	B	protein	NA	mers-cov rbd	VIRAL PROTEIN	05/21/18	Structural definition of a unique neutralization epitope on the receptor-binding domain of MERS-CoV spike glycoprotein	MIDDLE EAST RESPIRATORY SYNDROME CORONAVIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	middle east respiratory syndrome coronavirus	Zhang, S., Wang, X.	4.482	X-RAY DIFFRACTION	0.343	0.307	False	True	IGHV3	IGLV1	Lambda	5.7600000000000006e-08	-9.87655083681725	SPR	NA	TBD
5zxv	H	L	0	A	protein	NA	mers-cov rbd	VIRAL PROTEIN	05/21/18	Structural definition of a unique neutralization epitope on the receptor-binding domain of MERS-CoV spike glycoprotein	MIDDLE EAST RESPIRATORY SYNDROME CORONAVIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	middle east respiratory syndrome coronavirus	Zhang, S., Wang, X.	4.482	X-RAY DIFFRACTION	0.343	0.307	False	True	IGHV3	IGLV1	Lambda	5.7600000000000006e-08	-9.87655083681725	SPR	NA	TBD
